Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
12156,Driver: Parallel Lines,14,2006,3,Atari,0.05,0.01,0,0
12157,Cities XL 2012,15,2011,12,Focus Home Interactive,0.01,0.05,0,0.01
12158,Pipe Mania,17,2008,5,Empire Interactive,0.06,0,0,0.01
12159,everGirl,9,2005,11,THQ,0.05,0.02,0,0
12160,Heroes Phantasia,17,2012,4,Namco Bandai Games,0,0,0.07,0
12161,Prince of Persia: The Fallen King,4,2008,9,Ubisoft,0.06,0.01,0,0.01
12162,Jewels of the Ages,4,2011,5,City Interactive,0.03,0.03,0,0.01
12163,The Book of Unwritten Tales 2,11,2015,11,Nordic Games,0,0.06,0,0.01
12164,Batman: Rise of Sin Tzu,9,2003,9,Ubisoft,0.05,0.02,0,0
12165,Chuugaku Eitango Target 1800 DS,4,2006,6,IE Institute,0,0,0.07,0
12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,10,2015,9,FuRyu,0,0,0.07,0
12167,World Racing,14,2003,3,TDK Mediactive,0.05,0.01,0,0
12168,Major League Baseball 2K10,17,2010,1,Take-Two Interactive,0.06,0,0,0
12169,Penguins of Madagascar,10,2014,9,Namco Bandai Games,0,0.06,0,0
12170,Disney's Party,9,2003,6,Hudson Entertainment,0.05,0.02,0,0
12171,Rapala Pro Bass Fishing 2010,17,2010,1,Activision,0.06,0,0,0.01
12172,X-Men: The Official Game,9,2006,9,Activision,0.05,0.02,0,0
12173,Dreamer Series: Pop Star,4,2009,6,Tivola,0.04,0.02,0,0.01
12174,Card Games,13,2000,6,D3Publisher,0.04,0.03,0,0
12175,My Amusement Park,4,2010,6,Scholastic Inc.,0.06,0,0,0
12176,Mega Man: Battle & Chase,13,1997,3,Capcom,0,0,0.06,0
12177,Winning Post 7 2010,6,2010,1,Tecmo Koei,0,0,0.07,0
12178,R-Type Command,17,2007,12,Rising Star Games,0.05,0,0.01,0.01
12179,Age of Empires III: The Asian Dynasties,15,2007,12,Microsoft Game Studios,0,0.05,0,0.01
12180,Destrega,13,1998,10,Sony Computer Entertainment,0.04,0.03,0,0
12181,Dungeon Maker II: The Hidden War,17,2007,4,Global A Entertainment,0.06,0,0,0.01
12182,The Final Round,13,1996,1,Konami Digital Entertainment,0.04,0.03,0,0
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,6,2011,12,Tecmo Koei,0,0,0.07,0
12184,Transformer: Rise of the Dark Spark,20,2014,9,Activision,0.05,0.01,0,0.01
12185,MAPLUS: Portable Navi,17,2006,6,Edia,0,0,0.07,0
12187,Brain Quest: Grades 3 & 4,4,2008,6,Electronic Arts,0.06,0,0,0.01
12188,Petz: Hamsterz Bunch,17,2009,8,Ubisoft,0.06,0,0,0.01
12189,The King of Fighters 02/03,7,2005,10,SNK,0.03,0.03,0,0.01
12190,Kamen Rider: Dragon Knight,1,2009,10,D3Publisher,0.06,0,0,0
12191,Army Men: Green Rogue,13,2001,9,29,0.04,0.02,0,0
12192,Centipede / Breakout / Warlords,9,2005,6,Zoo Digital Publishing,0.05,0.02,0,0
12193,Lucian Bee's: Justice Yellow / Evil Violet,7,2010,11,5pb,0,0,0.07,0
12194,Sly 2: Band of Thieves,6,2010,2,Sony Computer Entertainment,0,0.05,0,0.02
12195,Hyperdimension Neptunia Victory,23,2014,4,Compile Heart,0,0,0.07,0
12196,Armored Core: Nine Breaker,7,2004,8,505 Games,0.03,0.03,0,0.01
12197,Doraemon: Nobita no Shin Makai Daibouken DS,4,2007,4,Sega,0,0,0.07,0
12198,SBK 2011: FIM Superbike World Championship,5,2011,3,Black Bean Games,0,0.06,0,0.01
12199,Fairy Fencer F: Advent Dark Force,11,2015,4,Idea Factory International,0.02,0,0.05,0
12200,Cabela's Big Game Hunter 2005 Adventures,19,2004,1,Activision,0.05,0.01,0,0
12201,Worms 3D,19,2003,12,Sega,0.05,0.01,0,0
12202,Fantasy Aquarium World,1,2009,8,Destineer,0.06,0,0,0
12203,Monster Tale,4,2011,2,Majesco Entertainment,0.06,0,0,0
12204,Tokobot,17,2005,2,Take-Two Interactive,0.06,0,0,0.01
12205,TRON: Evolution,15,2010,9,Disney Interactive Studios,0.06,0,0,0
12206,Gambler Densetsu Tetsuya,7,2001,11,Athena,0,0,0.07,0
12207,The Guided Fate Paradox,6,2013,4,Nippon Ichi Software,0,0,0.06,0
12208,Bleach: Hanatareshi Yabou,7,2006,4,Sony Computer Entertainment,0,0,0.07,0
12209,Karaoke Revolution Party,14,2005,6,Konami Digital Entertainment,0.05,0.01,0,0
12210,Cold Stone Creamery: Scoop It Up,1,2009,6,Zoo Games,0.06,0,0,0
12211,Yoake Yori Ruriiro na: Brighter than Dawning Blue,7,2006,11,Aria,0,0,0.07,0
12212,Pandemonium 2,13,1997,2,BMG Interactive Entertainment,0.04,0.02,0,0
12213,MotorStorm RC,23,2012,3,Sony Computer Entertainment,0,0.05,0,0.02
12215,Fallout: Brotherhood of Steel,7,2004,4,Avalon Interactive,0.03,0.03,0,0.01
12216,Touch 'N' Play Collection,4,2010,6,O-Games,0.04,0.02,0,0.01
12217,Mayhem 3D,5,2011,3,Evolved Games,0.06,0,0,0
12218,One Piece: Unlimited World Red,20,2014,9,Namco Bandai Games,0,0.04,0.02,0
12219,Parlor! Mini 2,8,1996,6,Nippon Telenet,0,0,0.07,0
12220,Gundam Try Age SP,10,2014,12,Namco Bandai Games,0,0,0.07,0
12221,Top Gun,6,2011,8,505 Games,0.06,0,0,0.01
12222,Gunstar Super Heroes,9,2005,7,Sega,0.05,0.02,0,0
12223,Insecticide,4,2008,9,Gamecock,0.06,0,0,0
12224,C: The Contra Adventure,13,1998,7,Konami Digital Entertainment,0.04,0.02,0,0
12225,Interactive Storybook DS Series 1,4,2007,6,Tommo,0.06,0,0,0
12226,Frogger Advance: The Great Quest,9,2002,9,Konami Digital Entertainment,0.05,0.02,0,0
12227,Worms Forts: Under Siege,14,2004,12,Sega,0.05,0.01,0,0
12228,Dream C Club,5,2009,8,D3Publisher,0,0,0.07,0
12229,Pro Evolution Soccer 2015,15,2014,1,Konami Digital Entertainment,0,0.06,0,0.01
12230,Disney Infinity,23,2013,9,Disney Interactive Studios,0.05,0,0,0.02
12231,Pocky & Rocky with Becky,9,2001,7,Altron,0.05,0.02,0,0
12232,Full Spectrum Warrior: Ten Hammers,7,2006,12,THQ,0.03,0.02,0,0.01
12233,Streets of Rage 3,21,1993,9,Sega,0,0,0.07,0
12234,Chocolatier,4,2010,6,Zoo Games,0.06,0,0,0
12235,Cosmos Chaos!,4,2010,6,Mentor Interactive,0.06,0,0,0
12237,12-Sai. Honto no Kimochi,10,2014,11,Happinet,0,0,0.07,0
12238,"Warhammer 40,000: Squad Command",4,2007,12,THQ,0.05,0.01,0,0.01
12239,Hasbro Family Game Night Fun Pack,5,2011,6,Electronic Arts,0.06,0,0,0
12241,Pro Yaky? Spirits 4,6,2007,1,Konami Digital Entertainment,0,0,0.07,0
12242,Speed Racer,13,1996,3,Tomy Corporation,0.04,0.02,0,0
12243,NHL Hitz Pro,14,2003,1,Midway Games,0.05,0.01,0,0
12244,Walt Disney Pictures Presents Enchanted,4,2007,2,Disney Interactive Studios,0.04,0.01,0,0.01
12245,Cardfight!! Vanguard: Lock On Victory!!,10,2014,6,FuRyu,0,0,0.07,0
12246,Jewel Quest IV: Heritage,4,2011,5,iWin,0,0.05,0,0.01
12247,Atelier Meruru: Alchemist of Arland 3,23,2013,4,Gust,0,0,0.06,0
12248,Hot Wheels: Burnin' Rubber,9,2001,3,THQ,0.05,0.02,0,0
12249,Ojyousama Express,13,1998,12,Media Works,0,0,0.06,0
12251,Chrysler Classic Racing,1,2008,3,Zoo Games,0.06,0,0,0
12252,Wings of War,14,2004,8,Take-Two Interactive,0.05,0.01,0,0
12253,Jam Sessions 2,4,2009,6,Ubisoft,0.06,0,0,0
12254,Orcs & Elves,4,2007,4,Electronic Arts,0.06,0,0,0.01
12255,187: Ride or Die,14,2005,3,Ubisoft,0.05,0.01,0,0
12256,RPG Maker 3,7,2004,4,Enterbrain,0.03,0.02,0,0.01
12257,Zatch Bell! Mamodo Battles,19,2005,10,Namco Bandai Games,0.05,0.01,0,0
12258,Motion Explosion!,5,2011,6,505 Games,0.05,0.01,0,0
12259,Genkai Tokki Monster Monpiece,23,2013,12,Idea Factory,0,0,0.06,0
12260,Desert Strike Advance,9,2002,8,Electronic Arts,0.05,0.02,0,0
12261,Kabuki Warriors,14,2001,9,Genki,0.05,0.01,0,0
12262,Gradius Collection,17,2006,7,Konami Digital Entertainment,0.04,0,0.02,0
12263,Disney's Chicken Little: Ace In Action,4,2006,7,Disney Interactive Studios,0.06,0,0,0
12264,IL-2 Sturmovik: Birds of Prey,4,2009,8,505 Games,0.06,0,0,0
12265,Discworld,13,1994,11,Psygnosis,0.04,0.02,0,0
12266,The LEGO Movie Videogame,15,2014,9,Warner Bros. Interactive Entertainment,0.02,0.04,0,0.01
12267,Escape from Bug Island,1,2006,9,Eidos Interactive,0.04,0.01,0.01,0
12268,World Poker Tour,14,2005,6,Take-Two Interactive,0.05,0.01,0,0
12269,Pirates: The Legend of Black Kat,14,2002,11,Electronic Arts,0.05,0.01,0,0
12270,Elite Forces: Unit 77,4,2009,12,Deep Silver,0.06,0,0,0
12271,July,22,1998,11,Fortyfive,0,0,0.06,0
12272,ESPN Winter X-Games: Snowboarding 2002,9,2000,1,Konami Digital Entertainment,0.05,0.02,0,0
12273,Bleach: Versus Crusade,1,2008,10,Sega,0,0,0.06,0
12274,Kanon,22,2000,11,NEC Interchannel,0,0,0.06,0
12275,NanoBreaker,7,2005,9,Konami Digital Entertainment,0.03,0.02,0,0.01
12276,Bionicle,14,2003,9,Electronic Arts,0.05,0.01,0,0
12277,My Pet Shop,4,2008,8,Square Enix,0.06,0,0,0
12278,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,7,2000,8,Konami Digital Entertainment,0,0,0.06,0
12279,Miami Vice: The Game,17,2006,7,Activision,0.06,0,0,0
12280,Santa Claus Is Comin' to Town!,1,2011,5,Crave Entertainment,0.06,0,0,0
12281,BMX XXX,19,2002,1,Acclaim Entertainment,0.05,0.01,0,0
12282,Broken Sword 5: The Serpent's Curse,11,2015,11,Revolution Software,0,0.06,0,0.01
12283,Disney's Magical Quest 2 Starring Mickey and Minnie,9,2003,9,Capcom,0.05,0.02,0,0
12284,Aggressive Inline,14,2002,1,Acclaim Entertainment,0.05,0.01,0,0
12285,Western Riding Academy,4,2010,8,Destineer,0.06,0,0,0
12286,My Pet Chimp,4,2010,8,505 Games,0.06,0,0,0
12287,Frogger: Helmet Chaos,4,2005,2,Konami Digital Entertainment,0.06,0,0,0
12288,Ikki Tousen: Xross Impact,17,2010,9,Marvelous Interactive,0,0,0.06,0
12289,Bullet Girls,23,2014,9,D3Publisher,0,0,0.06,0
12290,Paws & Claws: Marine Rescue,4,2011,8,THQ,0.06,0,0,0
12291,Super Mahjong 2: Honkaku 4Jin Uchi,8,1993,6,Imax,0,0,0.06,0
12292,XGRA: Extreme G Racing Association,7,2003,3,Acclaim Entertainment,0.03,0.02,0,0.01
12293,Cabela's Trophy Bucks,1,2008,1,Activision Value,0.06,0,0,0
12294,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,4,2007,9,Namco Bandai Games,0,0,0.06,0
12295,Pop'n Music Portable 2,17,2011,6,Konami Digital Entertainment,0,0,0.06,0
12296,Fist of the North Star: Ken's Rage 2,5,2012,10,Tecmo Koei,0.03,0.01,0.02,0
12297,Smart Boy's Toys Club,4,2008,6,505 Games,0.06,0,0,0
12298,Ys vs. Sora no Kiseki: Alternative Saga,17,2010,10,Falcom Corporation,0,0,0.06,0
12299,Naruto: Ultimate Ninja Heroes (JP sales),17,2006,10,Namco Bandai Games,0,0,0.06,0
12300,Max & the Magic Marker,4,2011,2,Unknown,0,0.06,0,0
12301,Legend of the Dragon,1,2007,10,Game Factory,0.06,0,0,0
12302,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,4,2008,11,Marvelous Interactive,0,0,0.06,0
12303,Ray Tracers,13,1997,3,Sony Computer Entertainment,0.04,0.02,0,0
12304,Monster Madness: Grave Danger,6,2008,7,SouthPeak Games,0.05,0.01,0,0.01
12305,Sprung - A Game Where Everyone Scores,4,2004,11,Ubisoft,0.06,0,0,0
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,7,2009,6,D3Publisher,0,0,0.06,0
12307,Nicola Kanshuu: Model * Oshare Audition,4,2010,6,Alchemist,0,0,0.06,0
12308,Rugby 15,23,2015,1,Bigben Interactive,0,0.05,0,0.01
12309,Kururin Paradise,9,2002,5,Unknown,0,0,0.06,0
12310,Kiniro no Corda 2,7,2007,4,Tecmo Koei,0,0,0.06,0
12311,Fast Food Panic,1,2009,8,Nobilis,0.06,0,0,0
12312,Samurai Warriors Chronicles 3,23,2014,9,Tecmo Koei,0,0,0.06,0
12313,Dynasty Warriors Vs,10,2012,9,Ackkstudios,0,0,0.06,0
12314,Another Code R: A Journey into Lost Memories,1,2009,11,Nintendo,0,0.03,0.03,0
12315,Gallop Racer 2004,7,2004,1,Zoo Digital Publishing,0.03,0.02,0,0.01
12316,Rayman: Hoodlum's Revenge,9,2005,2,Ubisoft,0.05,0.02,0,0
12317,Sunrise Eiyuutan R,7,2000,4,Sunrise Interactive,0,0,0.06,0
12318,Mobile Suit Gundam Seed: Never Ending Tomorrow,7,2004,7,Namco Bandai Games,0.03,0.02,0,0.01
12319,The Book of Unwritten Tales: The Critter Chronicles,15,2011,9,Crimson Cow,0,0.05,0,0.01
12320,Octomania,1,2007,5,Midas Interactive Entertainment,0.06,0,0,0
12321,F1 2001,14,2001,3,Electronic Arts,0.05,0.01,0,0
12322,Fishing Master (jp sales),1,2007,1,Konami Digital Entertainment,0,0,0.06,0
12323,Zill O'll Infinite Plus,17,2009,4,Tecmo Koei,0,0,0.06,0
12324,Pawly Pets: My Vet Practice,4,2007,12,Ubisoft,0,0.06,0,0.01
12325,Tonka Rescue Patrol,19,2003,9,TDK Mediactive,0.05,0.01,0,0
12326,GunGriffon II,24,1998,8,ESP,0,0,0.06,0
12327,Crimson Gem Saga,17,2008,4,Sega,0.06,0,0,0
12328,Legend of Kay,11,2015,9,Nordic Games,0.02,0.03,0,0.01
12329,Order Up!!,6,2011,9,Funbox Media,0.04,0.01,0,0.01
12330,Steambot Chronicles: Battle Tournament,17,2008,10,Irem Software Engineering,0.05,0,0.01,0
12331,Bomberman Land,17,2007,6,Hudson Entertainment,0.06,0,0,0.01
12332,Spy Fox in Dry Cereal,1,2008,11,Majesco Entertainment,0.06,0,0,0
12333,Cel Damage,19,2002,3,Electronic Arts,0.05,0.01,0,0
12334,Lego Batman 3: Beyond Gotham,15,2014,9,Warner Bros. Interactive Entertainment,0,0.06,0,0.01
12335,Killer Instinct (2013),18,2013,10,Microsoft Game Studios,0.03,0.03,0,0.01
12336,Famicom Mini: Balloon Fight,9,2004,9,Nintendo,0,0,0.06,0
12337,Steins;Gate: Senkei Kousoku no Phonogram,6,2013,11,5pb,0,0,0.06,0
12338,Seaman 2: Peking Genjin Ikusei Kit,7,2007,8,Sega,0,0,0.06,0
12339,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,4,2008,9,Namco Bandai Games,0,0,0.06,0
12340,Bionicle Heroes,4,2006,7,Eidos Interactive,0.06,0,0,0
12341,Ratchet & Clank Collection,23,2014,9,Sony Computer Entertainment,0,0.05,0,0.01
12342,The Pinball of the Dead,9,2002,6,Sega,0.05,0.02,0,0
12343,Growlanser IV: Over Reloaded,17,2011,4,Atlus,0,0,0.06,0
12344,Arc the Lad: End of Darkness,7,2004,4,Sony Computer Entertainment,0.03,0.02,0,0.01
12345,Tom Clancy's Splinter Cell: Pandora Tomorrow,9,2004,9,Ubisoft,0.05,0.02,0,0
12346,The King of Route 66,7,2003,3,Sega,0.03,0.02,0,0.01
12347,Sherlock Holmes: Crimes & Punishments,5,2014,11,Focus Home Interactive,0.03,0.03,0,0.01
12348,Bubble Bobble also featuring Rainbow Islands,13,1995,5,Acclaim Entertainment,0.04,0.02,0,0
12349,Intellivision Lives!,19,2004,6,Crave Entertainment,0.05,0.01,0,0
12350,Star Wars Knights of the Old Republic II: The Sith Lords,15,2005,4,LucasArts,0.01,0.04,0,0.01
12351,Panzer Tactics,4,2007,12,10TACLE Studios,0.06,0,0,0
12352,Pro Yaky? Spirits 2013,23,2013,1,Konami Digital Entertainment,0,0,0.06,0
12353,Robotica,24,1994,7,Sega,0,0,0.06,0
12354,Deathrow: Underground Team Combat,14,2002,1,Ubisoft,0.05,0.01,0,0
12355,Land of the Dead: Road to Fiddler's Green,14,2005,7,Groove Games,0.05,0.01,0,0
12356,R-Types,13,1998,7,Virgin Interactive,0.04,0.02,0,0
12357,Star Fighter,13,1995,7,Telstar,0.04,0.02,0,0
12358,Kuukan * Zukei: Hirameki Training - KuuTore,4,2008,6,Benesse,0,0,0.06,0
12359,Osu! Tatakae! Ouendan,4,2005,6,Nintendo,0,0,0.06,0
12360,Dissidia: Final Fantasy Universal Tuning,17,2009,10,Square Enix,0,0,0.06,0
12361,Game Center CX: 3-Choume no Arino,10,2014,9,Namco Bandai Games,0,0,0.06,0
12362,Age of Empires Online,15,2011,12,Microsoft Game Studios,0.01,0.04,0,0.01
12363,Alien Syndrome,1,2007,4,Sega,0.06,0,0,0
12364,Meitantei Conan: Aoki Houseki no Rinbukyoku,4,2011,11,Namco Bandai Games,0,0,0.06,0
12365,The Legend of Heroes: Trails in the Sky Second Chapter,17,2007,4,Falcom Corporation,0,0,0.06,0
12366,Challenge Me: Brain Puzzles,4,2009,5,Oxygen Interactive,0.06,0,0,0
12367,Legend of Kay,4,2010,9,JoWood Productions,0.06,0,0,0
12368,Mystic Heroes,7,2002,9,Tecmo Koei,0.03,0.02,0,0.01
12369,From The Abyss,4,2008,4,Nobilis,0.06,0,0,0
12370,The Amazing Spider-Man 2 (2014),10,2014,9,Activision,0.03,0.03,0,0
12371,Tron 2.0: Killer App,9,2004,9,Disney Interactive Studios,0.04,0.02,0,0
12372,Samurai Shodown Anthology,1,2008,10,Ignition Entertainment,0.06,0,0,0
12373,Mega Minis Volume 3,17,2011,6,Sony Computer Entertainment,0,0.05,0,0.02
12374,Jurassic Park III: Park Builder,9,2001,8,Konami Digital Entertainment,0.04,0.02,0,0
12375,Mario vs. Donkey Kong: Tipping Stars,10,2015,5,Nintendo,0,0,0.06,0
12376,Unchained Blades,17,2011,4,FuRyu,0,0,0.06,0
12377,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,17,2011,10,Namco Bandai Games,0,0,0.06,0
12378,Di-Gata Defenders,4,2008,4,Game Factory,0.06,0,0,0
12379,Star Trek: Tactical Assault,4,2006,12,Ubisoft,0.05,0.01,0,0
12380,Code Geass: Hangyaku no Lelouch - Lost Colors,7,2008,11,Namco Bandai Games,0,0,0.06,0
12381,Warhammer: Battle For Atluma,17,2006,9,Namco Bandai Games,0.05,0,0,0.01
12382,Sudoku Ball Detective,4,2009,5,Playlogic Game Factory,0.06,0,0,0
12383,LEGO Bionicle,9,2001,2,LEGO Media,0.04,0.02,0,0
12384,Power Shovel,13,2000,9,JVC,0.03,0.02,0,0
12385,Blur,15,2010,3,Activision,0.01,0.04,0,0.01
12386,Generator Rex: Agent of Providence,5,2011,9,Activision,0.05,0.01,0,0
12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,8,1995,8,Pack-In-Video,0,0,0.06,0
12388,Spy Games: Elevator Mission,1,2007,7,Tommo,0.06,0,0,0
12389,Strike Force Bowling,19,2005,1,Crave Entertainment,0.05,0.01,0,0
12391,Earth Defense Force 2017 Portable,23,2012,9,D3Publisher,0,0,0.06,0
12392,Atelier Iris 2: The Azoth Of Destiny,7,2005,4,Tecmo Koei,0.03,0.02,0,0.01
12393,There,13,2002,8,Infogrames,0.03,0.02,0,0
12394,Atari's Greatest Hits: Volume 2,4,2011,6,Atari,0.06,0,0,0
12395,Chuck E. Cheese's Playhouse,4,2010,6,UFO Interactive,0.06,0,0,0
12396,Tokimeki no Houkago,13,1998,6,Konami Digital Entertainment,0,0,0.06,0
12397,Championship Surfer,13,2000,1,Mattel Interactive,0.03,0.02,0,0
12398,Unreal Tournament III,15,2007,7,Midway Games,0,0.05,0,0.01
12399,Monster Garage,14,2004,12,Activision Value,0.05,0.01,0,0
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,20,2015,6,Namco Bandai Games,0,0,0.06,0
12401,The Next BIG Thing,15,2011,11,Focus Home Interactive,0,0.05,0,0.01
12402,Tecmo Classic Arcade,14,2005,6,Microsoft Game Studios,0.05,0.01,0,0
12403,2 Games in 1: Sonic Pinball Party & Columns Crown,9,2005,6,Sega,0.04,0.02,0,0
12405,Monkey Island: Special Edition Collection,5,2011,11,Activision,0,0.05,0,0.01
12406,Mad Maestro!,7,2001,6,Eidos Interactive,0.03,0.02,0,0.01
12407,A-Train: City Simulator,10,2014,8,ArtDink,0,0,0.06,0
12408,Densha De Go! 3 Tsuukinhen,7,2001,8,Taito,0,0,0.06,0
12409,Biker Mice From Mars,7,2006,3,Game Factory,0.03,0.02,0,0.01
12410,Call of Duty 2,15,2005,7,Activision,0,0.05,0,0.01
12411,Paws & Claws: Pampered Pets 2,4,2011,8,THQ,0.06,0,0,0
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,17,2006,6,Daito,0,0,0.06,0
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,10,2013,7,Activision,0,0.06,0,0
12415,Giants: Citizen Kabuto,7,2001,7,Interplay,0.03,0.02,0,0.01
12416,Steins;Gate,5,2009,11,5pb,0,0,0.06,0
12417,A New Beginning,15,2010,11,Deep Silver,0,0.05,0,0.01
12418,MotoGP 10/11,5,2011,3,Capcom,0,0.05,0,0.01
12419,Alone in the Dark,7,2008,11,Atari,0.03,0.02,0,0.01
12420,Guilty Gear XX Accent Core Plus,7,2008,10,PQube,0.03,0.02,0,0.01
12421,Muppets Party Cruise,7,2003,6,TDK Mediactive,0.03,0.02,0,0.01
12422,Higurashi Daybreak Portable,17,2008,11,Alchemist,0,0,0.06,0
12423,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,10,2014,11,Namco Bandai Games,0,0,0.06,0
12424,Shonen Jump's One Piece: Grand Battle,19,2005,10,Namco Bandai Games,0.05,0.01,0,0
12425,Barbie Horse Adventures: Wild Horse Rescue,14,2003,1,Vivendi Games,0.05,0.01,0,0
12426,Winx Club: Quest for the Codex,4,2006,9,Konami Digital Entertainment,0.03,0.02,0,0.01
12427,Blast Lacrosse,13,2001,1,Acclaim Entertainment,0.03,0.02,0,0
12428,Devil's Third,20,2015,9,Nintendo,0.04,0.02,0,0.01
12429,DreamWorks Super Star Kartz,5,2011,3,Activision,0.05,0.01,0,0
12430,Arkanoid DS,4,2007,5,Square Enix,0.06,0,0,0
12431,Kikou Heidan J-Phoenix,7,2001,9,Takara,0,0,0.06,0
12432,Backyard NFL Football '10,7,2009,1,Atari,0.03,0.02,0,0.01
12433,Barbie and Her Sisters Puppy Rescue,1,2015,9,Namco Bandai Games,0,0.06,0,0
12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,9,2005,9,Konami Digital Entertainment,0.04,0.02,0,0
12436,Bubble Bobble: Old & New,9,2002,5,Empire Interactive,0.04,0.02,0,0
12437,Puzzler Collection,1,2008,5,Ubisoft,0.05,0.01,0,0
12438,Naruto Shippuden: Gekito Ninja Taisen! Special,1,2010,10,Takara Tomy,0,0,0.06,0
12439,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,6,2012,9,Sega,0,0,0.06,0
12440,Akai Katana Shin,5,2011,7,Cave,0.04,0,0.01,0
12441,Kekkon: Marriage,24,1995,11,Shogakukan,0,0,0.06,0
12442,Terraria,11,2014,9,505 Games,0,0.05,0.01,0.01
12443,Nicola Kanshuu: Model * Oshare Audition 2,10,2011,9,Alchemist,0,0,0.06,0
12444,KimiKiss,7,2006,11,Enterbrain,0,0,0.06,0
12445,Cold Fear,14,2005,9,Ubisoft,0.05,0.01,0,0
12446,World Cup of Pool,4,2009,1,Midas Interactive Entertainment,0.06,0,0,0
12447,Chevrolet Camaro: Wild Ride,1,2010,3,Storm City Games,0.06,0,0,0
12448,Imagine: Cheerleader,4,2009,8,Ubisoft,0.06,0,0,0
12449,Risen 3: Titan Lords,11,2015,4,Deep Silver,0,0.05,0,0.01
12450,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,17,2010,6,D3Publisher,0,0,0.06,0
12451,Busy Scissors,4,2010,8,Little Orbit,0.06,0,0,0
12453,Shining Force Feather,4,2009,12,Sega,0,0,0.06,0
12454,S.T.A.L.K.E.R.: Call of Pripyat,15,2009,7,Namco Bandai Games,0,0.05,0,0.01
12455,Champion Jockey: G1 Jockey & Gallop Racer,5,2011,1,Tecmo Koei,0,0.05,0,0.01
12456,Disney's Kim Possible: Global Gemini,4,2007,2,Disney Interactive Studios,0.05,0.01,0,0
12457,Big Bang Mini,4,2009,7,SouthPeak Games,0.05,0,0,0
12458,Cocoto Kart Racer,1,2008,3,Conspiracy Entertainment,0.06,0,0,0
12459,Mobile Suit Gundam 00: Gundam Meisters,7,2008,9,Namco Bandai Games,0,0,0.06,0
12460,Call of Cthulhu: Dark Corners of the Earth,14,2005,11,Take-Two Interactive,0.05,0.01,0,0
12461,The Great Escape,14,2003,9,SCi,0.05,0.01,0,0
12462,Coded Arms: Contagion,17,2007,7,Konami Digital Entertainment,0.05,0,0,0.01
12463,X-Men: Destiny,4,2011,9,Activision,0.05,0.01,0,0
12464,Metal Gear Solid: Social Ops,7,2002,9,Konami Digital Entertainment,0.03,0.02,0,0.01
12465,Minna no DS Seminar: Kanpeki Eitango Ryoku,4,2006,6,TDK Core,0,0,0.06,0
12466,Kurupoto Cool Cool Stars,4,2007,9,Starfish,0.06,0,0,0
12467,The Witcher,15,2007,4,Atari,0,0.05,0,0.01
12468,PenPen TriIceLon,22,1998,3,Infogrames,0,0,0.06,0
12469,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,4,2008,8,Konami Digital Entertainment,0,0,0.06,0
12470,Grey's Anatomy: The Video Game,1,2009,11,Ubisoft,0.05,0.01,0,0
12471,Salt Lake 2002,9,2002,1,Ubisoft,0.04,0.02,0,0
12472,Dreamer Series: Zoo Keeper,4,2010,8,DreamCatcher Interactive,0.06,0,0,0
12473,Warriors of the Lost Empire,17,2007,4,Mercury Games,0.05,0,0,0.01
12474,Vexx,19,2003,2,Acclaim Entertainment,0.05,0.01,0,0
12475,Crazy Chicken Tales,1,2009,9,Conspiracy Entertainment,0.06,0,0,0
12476,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,6,2014,12,Namco Bandai Games,0,0,0.06,0
12477,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,17,2010,9,Namco Bandai Games,0,0,0.06,0
12478,Batman: Rise of Sin Tzu,19,2003,9,Ubisoft,0.05,0.01,0,0
12479,Sacred 2: Fallen Angel,15,2008,4,Ascaron Entertainment GmbH,0,0.05,0,0.01
12480,Winter Sports 2: The Next Challenge,4,2008,1,RTL,0.04,0.02,0,0.01
12481,Dead Rising 2: Off the Record,15,2011,9,Capcom,0.04,0.02,0,0.01
12482,World Series of Poker 2008: Battle for the Bracelets,4,2007,6,Activision,0.05,0,0,0
